game_id,move_no,move_no_pair,player,notation,move,from_square,to_square,piece,color,fen,is_check,is_check_mate,is_fifty_moves,is_fivefold_repetition,is_game_over,is_insufficient_material,white_count,black_count,white_pawn_count,black_pawn_count,white_queen_count,black_queen_count,white_black_count,black_bishop_count,white_knight_count,black_knight_count,white_rook_count,black_rook_count,captured_score_for_white,captured_score_for_black,fen_row1_white_count,fen_row2_white_count,fen_row3_white_count,fen_row4_white_count,fen_row5_white_count,fen_row6_white_count,fen_row7_white_count,fen_row8_white_count,fen_row1_white_value,fen_row2_white_value,fen_row3_white_value,fen_row4_white_value,fen_row5_white_value,fen_row6_white_value,fen_row7_white_value,fen_row8_white_value,fen_row1_black_count,fen_row2_black_count,fen_row3_black_count,fen_row4_black_count,fen_row5_black_count,fen_row6_black_count,fen_row7_black_count,fen_row8_black_count,fen_row1_black_value,fen_row2_black_value,fen_row3_black_value,fen_row4_black_value,fen_row5_black_value,fen_row6_black_value,fen_row7_black_value,fen_row8_black_value,move_sequence,eval,prev_eval,diff_eval
e8a1c5ea-9932-42c3-9f8c-e8116a50cd4e,13,7,Fabiano Caruana,Nc3,b1c3,b1,c3,N,White,r1bqk2r/pp2ppbp/2p2np1/2p5/4P3/2NP1N1P/PPP2PP1/R1BQK2R,0,0,0,0,0,0,15,15,8,8,1,1,1,2,2,1,2,2,3,3,5,5,4,1,0,0,0,0,22,5,8,1,0,0,0,0,0,0,0,0,1,3,6,5,0,0,0,0,1,5,8,22,e4|c5|Nf3|Nc6|Bb5|g6|Bxc6|dxc6|d3|Bg7|h3|Nf6|Nc3,0.36,0.46,-0.1
e8a1c5ea-9932-42c3-9f8c-e8116a50cd4e,14,7,Magnus Carlsen,Nd7,f6d7,f6,d7,N,Black,r1bqk2r/pp1nppbp/2p3p1/2p5/4P3/2NP1N1P/PPP2PP1/R1BQK2R,0,0,0,0,0,0,15,15,8,8,1,1,1,2,2,1,2,2,3,3,5,5,4,1,0,0,0,0,22,5,8,1,0,0,0,0,0,0,0,0,1,2,7,5,0,0,0,0,1,2,11,22,e4|c5|Nf3|Nc6|Bb5|g6|Bxc6|dxc6|d3|Bg7|h3|Nf6|Nc3|Nd7,-0.42,-0.56,0.14
e8a1c5ea-9932-42c3-9f8c-e8116a50cd4e,15,8,Fabiano Caruana,Be3,c1e3,c1,e3,B,White,r1bqk2r/pp1nppbp/2p3p1/2p5/4P3/2NPBN1P/PPP2PP1/R2QK2R,0,0,0,0,0,0,15,15,8,8,1,1,1,2,2,1,2,2,3,3,4,5,5,1,0,0,0,0,19,5,11,1,0,0,0,0,0,0,0,0,1,2,7,5,0,0,0,0,1,2,11,22,e4|c5|Nf3|Nc6|Bb5|g6|Bxc6|dxc6|d3|Bg7|h3|Nf6|Nc3|Nd7|Be3,0.3,0.36,-0.06
e8a1c5ea-9932-42c3-9f8c-e8116a50cd4e,16,8,Magnus Carlsen,e5,e7e5,e7,e5,P,Black,r1bqk2r/pp1n1pbp/2p3p1/2p1p3/4P3/2NPBN1P/PPP2PP1/R2QK2R,0,0,0,0,0,0,15,15,8,8,1,1,1,2,2,1,2,2,3,3,4,5,5,1,0,0,0,0,19,5,11,1,0,0,0,0,0,0,0,0,2,2,6,5,0,0,0,0,2,2,10,22,e4|c5|Nf3|Nc6|Bb5|g6|Bxc6|dxc6|d3|Bg7|h3|Nf6|Nc3|Nd7|Be3|e5,-0.51,-0.42,-0.09
e8a1c5ea-9932-42c3-9f8c-e8116a50cd4e,17,9,Fabiano Caruana,O-O,e1g1,e1,g1,K,White,r1bqk2r/pp1n1pbp/2p3p1/2p1p3/4P3/2NPBN1P/PPP2PP1/R2Q1RK1,0,0,0,0,0,0,15,15,8,8,1,1,1,2,2,1,2,2,3,3,4,5,5,1,0,0,0,0,19,5,11,1,0,0,0,0,0,0,0,0,2,2,6,5,0,0,0,0,2,2,10,22,e4|c5|Nf3|Nc6|Bb5|g6|Bxc6|dxc6|d3|Bg7|h3|Nf6|Nc3|Nd7|Be3|e5|O-O,0.34,0.3,0.04
e8a1c5ea-9932-42c3-9f8c-e8116a50cd4e,18,9,Magnus Carlsen,b6,b7b6,b7,b6,P,Black,r1bqk2r/p2n1pbp/1pp3p1/2p1p3/4P3/2NPBN1P/PPP2PP1/R2Q1RK1,0,0,0,0,0,0,15,15,8,8,1,1,1,2,2,1,2,2,3,3,4,5,5,1,0,0,0,0,19,5,11,1,0,0,0,0,0,0,0,0,2,3,5,5,0,0,0,0,2,3,9,22,e4|c5|Nf3|Nc6|Bb5|g6|Bxc6|dxc6|d3|Bg7|h3|Nf6|Nc3|Nd7|Be3|e5|O-O|b6,-0.52,-0.51,-0.01
e8a1c5ea-9932-42c3-9f8c-e8116a50cd4e,19,10,Fabiano Caruana,Nh2,f3h2,f3,h2,N,White,r1bqk2r/p2n1pbp/1pp3p1/2p1p3/4P3/2NPB2P/PPP2PPN/R2Q1RK1,0,0,0,0,0,0,15,15,8,8,1,1,1,2,2,1,2,2,3,3,4,6,4,1,0,0,0,0,19,8,8,1,0,0,0,0,0,0,0,0,2,3,5,5,0,0,0,0,2,3,9,22,e4|c5|Nf3|Nc6|Bb5|g6|Bxc6|dxc6|d3|Bg7|h3|Nf6|Nc3|Nd7|Be3|e5|O-O|b6|Nh2,0.41,0.34,0.07
e8a1c5ea-9932-42c3-9f8c-e8116a50cd4e,20,10,Magnus Carlsen,Nf8,d7f8,d7,f8,N,Black,r1bqkn1r/p4pbp/1pp3p1/2p1p3/4P3/2NPB2P/PPP2PPN/R2Q1RK1,0,0,0,0,0,0,15,15,8,8,1,1,1,2,2,1,2,2,3,3,4,6,4,1,0,0,0,0,19,8,8,1,0,0,0,0,0,0,0,0,2,3,4,6,0,0,0,0,2,3,6,25,e4|c5|Nf3|Nc6|Bb5|g6|Bxc6|dxc6|d3|Bg7|h3|Nf6|Nc3|Nd7|Be3|e5|O-O|b6|Nh2|Nf8,-0.42,-0.52,0.1
e8a1c5ea-9932-42c3-9f8c-e8116a50cd4e,21,11,Fabiano Caruana,f4,f2f4,f2,f4,P,White,r1bqkn1r/p4pbp/1pp3p1/2p1p3/4PP2/2NPB2P/PPP3PN/R2Q1RK1,0,0,0,0,0,0,15,15,8,8,1,1,1,2,2,1,2,2,3,3,4,5,4,2,0,0,0,0,19,7,8,2,0,0,0,0,0,0,0,0,2,3,4,6,0,0,0,0,2,3,6,25,e4|c5|Nf3|Nc6|Bb5|g6|Bxc6|dxc6|d3|Bg7|h3|Nf6|Nc3|Nd7|Be3|e5|O-O|b6|Nh2|Nf8|f4,0.52,0.41,0.11
e8a1c5ea-9932-42c3-9f8c-e8116a50cd4e,22,11,Magnus Carlsen,exf4,e5f4,e5,f4,P,Black,r1bqkn1r/p4pbp/1pp3p1/2p5/4Pp2/2NPB2P/PPP3PN/R2Q1RK1,0,0,0,0,0,0,14,15,7,8,1,1,1,2,2,1,2,2,3,4,4,5,4,1,0,0,0,0,19,7,8,1,0,0,0,0,0,0,0,1,1,3,4,6,0,0,0,1,1,3,6,25,e4|c5|Nf3|Nc6|Bb5|g6|Bxc6|dxc6|d3|Bg7|h3|Nf6|Nc3|Nd7|Be3|e5|O-O|b6|Nh2|Nf8|f4|exf4,-0.5,-0.42,-0.08
e8a1c5ea-9932-42c3-9f8c-e8116a50cd4e,23,12,Fabiano Caruana,Rxf4,f1f4,f1,f4,R,White,r1bqkn1r/p4pbp/1pp3p1/2p5/4PR2/2NPB2P/PPP3PN/R2Q2K1,0,0,0,0,0,0,14,14,7,7,1,1,1,2,2,1,2,2,4,4,3,5,4,2,0,0,0,0,14,7,8,6,0,0,0,0,0,0,0,0,1,3,4,6,0,0,0,0,1,3,6,25,e4|c5|Nf3|Nc6|Bb5|g6|Bxc6|dxc6|d3|Bg7|h3|Nf6|Nc3|Nd7|Be3|e5|O-O|b6|Nh2|Nf8|f4|exf4|Rxf4,0.65,0.52,0.13
e8a1c5ea-9932-42c3-9f8c-e8116a50cd4e,24,12,Magnus Carlsen,Be6,c8e6,c8,e6,B,Black,r2qkn1r/p4pbp/1pp1b1p1/2p5/4PR2/2NPB2P/PPP3PN/R2Q2K1,0,0,0,0,0,0,14,14,7,7,1,1,1,2,2,1,2,2,4,4,3,5,4,2,0,0,0,0,14,7,8,6,0,0,0,0,0,0,0,0,1,4,4,5,0,0,0,0,1,6,6,22,e4|c5|Nf3|Nc6|Bb5|g6|Bxc6|dxc6|d3|Bg7|h3|Nf6|Nc3|Nd7|Be3|e5|O-O|b6|Nh2|Nf8|f4|exf4|Rxf4|Be6,-0.53,-0.5,-0.03
e8a1c5ea-9932-42c3-9f8c-e8116a50cd4e,25,13,Fabiano Caruana,Rf2,f4f2,f4,f2,R,White,r2qkn1r/p4pbp/1pp1b1p1/2p5/4P3/2NPB2P/PPP2RPN/R2Q2K1,0,0,0,0,0,0,14,14,7,7,1,1,1,2,2,1,2,2,4,4,3,6,4,1,0,0,0,0,14,12,8,1,0,0,0,0,0,0,0,0,1,4,4,5,0,0,0,0,1,6,6,22,e4|c5|Nf3|Nc6|Bb5|g6|Bxc6|dxc6|d3|Bg7|h3|Nf6|Nc3|Nd7|Be3|e5|O-O|b6|Nh2|Nf8|f4|exf4|Rxf4|Be6|Rf2,0.52,0.65,-0.13
e8a1c5ea-9932-42c3-9f8c-e8116a50cd4e,26,13,Magnus Carlsen,h6,h7h6,h7,h6,P,Black,r2qkn1r/p4pb1/1pp1b1pp/2p5/4P3/2NPB2P/PPP2RPN/R2Q2K1,0,0,0,0,0,0,14,14,7,7,1,1,1,2,2,1,2,2,4,4,3,6,4,1,0,0,0,0,14,12,8,1,0,0,0,0,0,0,0,0,1,5,3,5,0,0,0,0,1,7,5,22,e4|c5|Nf3|Nc6|Bb5|g6|Bxc6|dxc6|d3|Bg7|h3|Nf6|Nc3|Nd7|Be3|e5|O-O|b6|Nh2|Nf8|f4|exf4|Rxf4|Be6|Rf2|h6,-0.39,-0.53,0.14
e8a1c5ea-9932-42c3-9f8c-e8116a50cd4e,27,14,Fabiano Caruana,Qd2,d1d2,d1,d2,Q,White,r2qkn1r/p4pb1/1pp1b1pp/2p5/4P3/2NPB2P/PPPQ1RPN/R5K1,0,0,0,0,0,0,14,14,7,7,1,1,1,2,2,1,2,2,4,4,2,7,4,1,0,0,0,0,5,21,8,1,0,0,0,0,0,0,0,0,1,5,3,5,0,0,0,0,1,7,5,22,e4|c5|Nf3|Nc6|Bb5|g6|Bxc6|dxc6|d3|Bg7|h3|Nf6|Nc3|Nd7|Be3|e5|O-O|b6|Nh2|Nf8|f4|exf4|Rxf4|Be6|Rf2|h6|Qd2,0.0,0.52,-0.52
e8a1c5ea-9932-42c3-9f8c-e8116a50cd4e,28,14,Magnus Carlsen,g5,g6g5,g6,g5,P,Black,r2qkn1r/p4pb1/1pp1b2p/2p3p1/4P3/2NPB2P/PPPQ1RPN/R5K1,0,0,0,0,0,0,14,14,7,7,1,1,1,2,2,1,2,2,4,4,2,7,4,1,0,0,0,0,5,21,8,1,0,0,0,0,0,0,0,0,2,4,3,5,0,0,0,0,2,6,5,22,e4|c5|Nf3|Nc6|Bb5|g6|Bxc6|dxc6|d3|Bg7|h3|Nf6|Nc3|Nd7|Be3|e5|O-O|b6|Nh2|Nf8|f4|exf4|Rxf4|Be6|Rf2|h6|Qd2|g5,-0.34,-0.39,0.05
e8a1c5ea-9932-42c3-9f8c-e8116a50cd4e,29,15,Fabiano Caruana,Raf1,a1f1,a1,f1,R,White,r2qkn1r/p4pb1/1pp1b2p/2p3p1/4P3/2NPB2P/PPPQ1RPN/5RK1,0,0,0,0,0,0,14,14,7,7,1,1,1,2,2,1,2,2,4,4,2,7,4,1,0,0,0,0,5,21,8,1,0,0,0,0,0,0,0,0,2,4,3,5,0,0,0,0,2,6,5,22,e4|c5|Nf3|Nc6|Bb5|g6|Bxc6|dxc6|d3|Bg7|h3|Nf6|Nc3|Nd7|Be3|e5|O-O|b6|Nh2|Nf8|f4|exf4|Rxf4|Be6|Rf2|h6|Qd2|g5|Raf1,0.27,0.0,0.27
e8a1c5ea-9932-42c3-9f8c-e8116a50cd4e,30,15,Magnus Carlsen,Qd6,d8d6,d8,d6,Q,Black,r3kn1r/p4pb1/1ppqb2p/2p3p1/4P3/2NPB2P/PPPQ1RPN/5RK1,0,0,0,0,0,0,14,14,7,7,1,1,1,2,2,1,2,2,4,4,2,7,4,1,0,0,0,0,5,21,8,1,0,0,0,0,0,0,0,0,2,5,3,4,0,0,0,0,2,15,5,13,e4|c5|Nf3|Nc6|Bb5|g6|Bxc6|dxc6|d3|Bg7|h3|Nf6|Nc3|Nd7|Be3|e5|O-O|b6|Nh2|Nf8|f4|exf4|Rxf4|Be6|Rf2|h6|Qd2|g5|Raf1|Qd6,-0.38,-0.34,-0.04
e8a1c5ea-9932-42c3-9f8c-e8116a50cd4e,31,16,Fabiano Caruana,Ng4,h2g4,h2,g4,N,White,r3kn1r/p4pb1/1ppqb2p/2p3p1/4P1N1/2NPB2P/PPPQ1RP1/5RK1,0,0,0,0,0,0,14,14,7,7,1,1,1,2,2,1,2,2,4,4,2,6,4,2,0,0,0,0,5,18,8,4,0,0,0,0,0,0,0,0,2,5,3,4,0,0,0,0,2,15,5,13,e4|c5|Nf3|Nc6|Bb5|g6|Bxc6|dxc6|d3|Bg7|h3|Nf6|Nc3|Nd7|Be3|e5|O-O|b6|Nh2|Nf8|f4|exf4|Rxf4|Be6|Rf2|h6|Qd2|g5|Raf1|Qd6|Ng4,-0.11,0.27,-0.38
e8a1c5ea-9932-42c3-9f8c-e8116a50cd4e,32,16,Magnus Carlsen,O-O-O,e8c8,e8,c8,K,Black,2kr1n1r/p4pb1/1ppqb2p/2p3p1/4P1N1/2NPB2P/PPPQ1RP1/5RK1,0,0,0,0,0,0,14,14,7,7,1,1,1,2,2,1,2,2,4,4,2,6,4,2,0,0,0,0,5,18,8,4,0,0,0,0,0,0,0,0,2,5,3,4,0,0,0,0,2,15,5,13,e4|c5|Nf3|Nc6|Bb5|g6|Bxc6|dxc6|d3|Bg7|h3|Nf6|Nc3|Nd7|Be3|e5|O-O|b6|Nh2|Nf8|f4|exf4|Rxf4|Be6|Rf2|h6|Qd2|g5|Raf1|Qd6|Ng4|O-O-O,0.0,-0.38,0.38
e8a1c5ea-9932-42c3-9f8c-e8116a50cd4e,33,17,Fabiano Caruana,Nf6,g4f6,g4,f6,N,White,2kr1n1r/p4pb1/1ppqbN1p/2p3p1/4P3/2NPB2P/PPPQ1RP1/5RK1,0,0,0,0,0,0,14,14,7,7,1,1,1,2,2,1,2,2,4,4,2,6,4,1,0,1,0,0,5,18,8,1,0,3,0,0,0,0,0,0,2,5,3,4,0,0,0,0,2,15,5,13,e4|c5|Nf3|Nc6|Bb5|g6|Bxc6|dxc6|d3|Bg7|h3|Nf6|Nc3|Nd7|Be3|e5|O-O|b6|Nh2|Nf8|f4|exf4|Rxf4|Be6|Rf2|h6|Qd2|g5|Raf1|Qd6|Ng4|O-O-O|Nf6,-0.84,-0.11,-0.73
e8a1c5ea-9932-42c3-9f8c-e8116a50cd4e,34,17,Magnus Carlsen,Nd7,f8d7,f8,d7,N,Black,2kr3r/p2n1pb1/1ppqbN1p/2p3p1/4P3/2NPB2P/PPPQ1RP1/5RK1,0,0,0,0,0,0,14,14,7,7,1,1,1,2,2,1,2,2,4,4,2,6,4,1,0,1,0,0,5,18,8,1,0,3,0,0,0,0,0,0,2,5,4,3,0,0,0,0,2,15,8,10,e4|c5|Nf3|Nc6|Bb5|g6|Bxc6|dxc6|d3|Bg7|h3|Nf6|Nc3|Nd7|Be3|e5|O-O|b6|Nh2|Nf8|f4|exf4|Rxf4|Be6|Rf2|h6|Qd2|g5|Raf1|Qd6|Ng4|O-O-O|Nf6|Nd7,0.7,0.0,0.7
e8a1c5ea-9932-42c3-9f8c-e8116a50cd4e,35,18,Fabiano Caruana,Nh5,f6h5,f6,h5,N,White,2kr3r/p2n1pb1/1ppqb2p/2p3pN/4P3/2NPB2P/PPPQ1RP1/5RK1,0,0,0,0,0,0,14,14,7,7,1,1,1,2,2,1,2,2,4,4,2,6,4,1,1,0,0,0,5,18,8,1,3,0,0,0,0,0,0,0,2,5,4,3,0,0,0,0,2,15,8,10,e4|c5|Nf3|Nc6|Bb5|g6|Bxc6|dxc6|d3|Bg7|h3|Nf6|Nc3|Nd7|Be3|e5|O-O|b6|Nh2|Nf8|f4|exf4|Rxf4|Be6|Rf2|h6|Qd2|g5|Raf1|Qd6|Ng4|O-O-O|Nf6|Nd7|Nh5,-0.72,-0.84,0.12
e8a1c5ea-9932-42c3-9f8c-e8116a50cd4e,36,18,Magnus Carlsen,Be5,g7e5,g7,e5,B,Black,2kr3r/p2n1p2/1ppqb2p/2p1b1pN/4P3/2NPB2P/PPPQ1RP1/5RK1,0,0,0,0,0,0,14,14,7,7,1,1,1,2,2,1,2,2,4,4,2,6,4,1,1,0,0,0,5,18,8,1,3,0,0,0,0,0,0,0,3,5,3,3,0,0,0,0,5,15,5,10,e4|c5|Nf3|Nc6|Bb5|g6|Bxc6|dxc6|d3|Bg7|h3|Nf6|Nc3|Nd7|Be3|e5|O-O|b6|Nh2|Nf8|f4|exf4|Rxf4|Be6|Rf2|h6|Qd2|g5|Raf1|Qd6|Ng4|O-O-O|Nf6|Nd7|Nh5|Be5,0.51,0.7,-0.19
e8a1c5ea-9932-42c3-9f8c-e8116a50cd4e,37,19,Fabiano Caruana,g4,g2g4,g2,g4,P,White,2kr3r/p2n1p2/1ppqb2p/2p1b1pN/4P1P1/2NPB2P/PPPQ1R2/5RK1,0,0,0,0,0,0,14,14,7,7,1,1,1,2,2,1,2,2,4,4,2,5,4,2,1,0,0,0,5,17,8,2,3,0,0,0,0,0,0,0,3,5,3,3,0,0,0,0,5,15,5,10,e4|c5|Nf3|Nc6|Bb5|g6|Bxc6|dxc6|d3|Bg7|h3|Nf6|Nc3|Nd7|Be3|e5|O-O|b6|Nh2|Nf8|f4|exf4|Rxf4|Be6|Rf2|h6|Qd2|g5|Raf1|Qd6|Ng4|O-O-O|Nf6|Nd7|Nh5|Be5|g4,-0.31,-0.72,0.41
e8a1c5ea-9932-42c3-9f8c-e8116a50cd4e,38,19,Magnus Carlsen,f6,f7f6,f7,f6,P,Black,2kr3r/p2n4/1ppqbp1p/2p1b1pN/4P1P1/2NPB2P/PPPQ1R2/5RK1,0,0,0,0,0,0,14,14,7,7,1,1,1,2,2,1,2,2,4,4,2,5,4,2,1,0,0,0,5,17,8,2,3,0,0,0,0,0,0,0,3,6,2,3,0,0,0,0,5,16,4,10,e4|c5|Nf3|Nc6|Bb5|g6|Bxc6|dxc6|d3|Bg7|h3|Nf6|Nc3|Nd7|Be3|e5|O-O|b6|Nh2|Nf8|f4|exf4|Rxf4|Be6|Rf2|h6|Qd2|g5|Raf1|Qd6|Ng4|O-O-O|Nf6|Nd7|Nh5|Be5|g4|f6,0.55,0.51,0.04
e8a1c5ea-9932-42c3-9f8c-e8116a50cd4e,39,20,Fabiano Caruana,b3,b2b3,b2,b3,P,White,2kr3r/p2n4/1ppqbp1p/2p1b1pN/4P1P1/1PNPB2P/P1PQ1R2/5RK1,0,0,0,0,0,0,14,14,7,7,1,1,1,2,2,1,2,2,4,4,2,4,5,2,1,0,0,0,5,16,9,2,3,0,0,0,0,0,0,0,3,6,2,3,0,0,0,0,5,16,4,10,e4|c5|Nf3|Nc6|Bb5|g6|Bxc6|dxc6|d3|Bg7|h3|Nf6|Nc3|Nd7|Be3|e5|O-O|b6|Nh2|Nf8|f4|exf4|Rxf4|Be6|Rf2|h6|Qd2|g5|Raf1|Qd6|Ng4|O-O-O|Nf6|Nd7|Nh5|Be5|g4|f6|b3,-0.25,-0.31,0.06
